asset_id,current_los,method_1_cost,method_2_cost,method_3_cost,weight,SHAPE_Leng
1005135,5.7,59344.7,237378.8,1038532.25,1.62,428.5361721
1005136,6.5,597.4,2389.6,10454.5,0.02,10.98087125
1005137,5.6,373.9,1495.6,6543.25,0.01,8.690598093
1005138,6.8,1516.3,6065.2,26535.25,0.04,17.40220036
1005139,7.6,3901.125,15604.5,78022.5,0.14,45.87885838
1005140,4.1,547.5,2190,9581.25,0.01,10.4964399
1005141,6,1125,4500,19687.5,0.03,15.26156822
1005142,5.1,854,3416,14945,0.02,13.51833618
1005143,5.7,6646.5,26586,116313.75,0.18,49.12661454
1005144,9.3,2658.6,10634.4,46525.5,0.07,36.22874579
1005145,3.1,5450.6,21802.4,95385.5,0.15,44.00670779
1005146,4.5,4240.95,16963.8,84819,0.15,48.02010125
1005147,3.7,379.3,1517.2,6637.75,0.01,8.682146634
1005148,4.5,2631.3,10525.2,52626,0.1,27.24012902
1005149,7.8,1042,4168,18235,0.03,20.08102878
1005150,4.4,380.7,1522.8,6662.25,0.01,9.306003466
1005151,3.5,2227.35,8909.4,44547,0.08,24.14069399
1005152,5.4,2170.3,8681.2,37980.25,0.06,20.98215217
1005153,5,901.2,3604.8,15771,0.02,13.49705401
1005154,4.2,1397.6,5590.4,24458,0.04,24.2425366
1005155,4.9,1577.7,6310.8,27609.75,0.04,25.04430417
1005156,6,3651,14604,63892.5,0.1,30.19802441
1005157,4.9,3581.475,14325.9,71629.5,0.13,46.09441139
1005158,4,459.8,1839.2,8046.5,0.01,9.609527676
1005159,2.1,155.55,622.2,3888.75,0.01,8.564084136
1005160,2.7,2164.6,8658.4,37880.5,0.06,34.04614591
1005161,5.5,606.5,2426,10613.75,0.02,9.850401319
1005162,6,2017.1,8068.4,35299.25,0.06,29.79066789
1005163,5.8,851.2,3404.8,14896,0.02,13.04429388
1005164,3.2,5969.8,23879.2,104471.5,0.16,40.23390684
1005165,7.8,331.4,1325.6,5799.5,0.01,8.16470626
1005166,7.6,706.8,2827.2,12369,0.02,11.96303011
1005167,4.5,4185.4,16741.6,73244.5,0.11,43.32737087
1005168,3.6,553.6,2214.4,9688,0.02,10.65194076
1005169,6,510.9,2043.6,8940.75,0.01,11.95941706
1005170,7.2,920.4,3681.6,16107,0.03,13.56555938
1005171,4.8,6522,26088,114135,0.18,49.67358823
1005172,4.1,7414.4,29657.6,129752,0.2,48.51482392
1005173,3.6,1737.9,6951.6,34758,0.06,24.99170371
1005174,3.8,658.3,2633.2,11520.25,0.02,6.153545924
1005175,7.1,548.9,2195.6,9605.75,0.02,10.39371886
1005176,3.9,419.85,1679.4,8397,0.02,10.58507808
1005177,8.7,7522.1,30088.4,131636.75,0.21,49.66574748
1005178,8.7,2616.6,10466.4,45790.5,0.07,21.26127243
1005179,8.3,544.4,2177.6,9527,0.01,10.35550841
1005180,3.7,881.2,3524.8,15421,0.02,13.24870562
1005181,8.2,3070.6,12282.4,53735.5,0.08,27.6147181
1005182,4.7,9210.4,36841.6,161182,0.25,43.57315105
1005183,6,4132.1,16528.4,72311.75,0.11,34.29062772
1005184,6.7,334.2,1336.8,5848.5,0.01,9.750739136
1005185,3.8,3277.4,13109.6,57354.5,0.09,46.52076326
1005186,7.8,3482.6,13930.4,60945.5,0.1,28.17280373
1005187,2.4,876.9,3507.6,15345.75,0.02,13.28534657
1005188,4.4,2380.1,9520.4,41651.75,0.07,20.00863916
1005189,7.5,800.5,3202,14008.75,0.02,12.71599939
1005190,4.4,889.7,3558.8,15569.75,0.02,14.07690992
1005191,6.2,4109.2,16436.8,71911,0.11,34.32445861
1005192,3.8,547.2,2188.8,9576,0.01,10.4971063
1005193,4.1,1008.7,4034.8,17652.25,0.03,14.23738617
1005194,8.9,5176.2,20704.8,90583.5,0.14,40.20199461
1005195,3.5,2094.3,8377.2,41886,0.08,26.846624
1005196,4.8,1890.6,7562.4,33085.5,0.05,28.05259826
1005197,2.6,1830.7,7322.8,32037.25,0.05,21.05890791
1005198,7.6,6088.7,24354.8,106552.25,0.17,45.2636
1005199,5.9,615.2,2460.8,10766,0.02,11.11741409
1005200,4.9,2472.4,9889.6,43267,0.07,27.99572579
1005201,8.3,1346.8,5387.2,23569,0.04,17.16291951
1005202,3.8,5022,20088,87885,0.14,49.64446278
1005203,7.7,736.3,2945.2,12885.25,0.02,10.05593679
1005204,5.9,705.7,2822.8,12349.75,0.02,11.93526901
1005205,4.6,2042.4,8169.6,35742,0.06,31.10060941
1005206,3.8,548.3,2193.2,9595.25,0.01,10.49566423
1005207,6.6,4377.9,17511.6,76613.25,0.12,29.90111279
1005208,2.5,548.4,2193.6,9597,0.01,10.48822838
1005209,2.7,853.6,3414.4,14938,0.02,13.4099363
1005210,3.9,924.3,3697.2,16175.25,0.03,17.6264888
1005211,4.8,1203.9,4815.6,21068.25,0.03,13.64685153
1005212,5,466.2,1864.8,9324,0.02,11.35961923
1005213,2.8,3794,15176,66395,0.1,43.08428898
1005214,7.6,3848.25,15393,76965,0.14,46.59722185
1005215,3,920.8,3683.2,16114,0.03,13.59539732
1005216,4.9,546.3,2185.2,9560.25,0.01,10.49540515
1005217,4.3,4584.5,18338,80228.75,0.13,39.56360046
1005218,2.7,646.8,2587.2,11319,0.02,11.1530416
1005219,4.9,689.9,2759.6,12073.25,0.02,11.91679574
1005220,3.4,2087.3,8349.2,36527.75,0.06,26.36250024
1005221,2,634.8,2539.2,11109,0.02,11.13607722
1005222,6.4,3034.7,12138.8,53107.25,0.08,40.75382419
1005223,3.7,719.8,2879.2,12596.5,0.02,12.15389509
1005224,4.9,189.9,759.6,3323.25,0.01,6.44208847
1005225,2,3317.6,13270.4,58058,0.09,24.69158292
1005226,4,5285.3,21141.2,92492.75,0.14,48.88258266
1005227,6,2724.8,10899.2,47684,0.07,41.16688761
1005228,5.3,5608.3,22433.2,98145.25,0.15,33.0818
1005229,5,2185.25,8741,54631.25,0.12,46.80539366
1005230,5.1,8109.8,32439.2,141921.5,0.22,43.78009169
1005231,3.9,469.95,1879.8,9399,0.02,11.23559252
1005232,5.1,793.3,3173.2,13882.75,0.02,12.69091214
1005233,7.2,2653.1,10612.4,46429.25,0.07,20.40409748
1005234,3.6,2742.8,10971.2,47999,0.07,24.62391581
1005235,3.7,593.9,2375.6,10393.25,0.02,10.97341715
1005236,3.9,979.7,3918.8,17144.75,0.03,13.92317432
1005237,7.2,3517.4,14069.6,61554.5,0.1,44.92273591
1005238,6.1,4994,19976,87395,0.14,46.2447001
1005239,3.4,764.1,3056.4,13371.75,0.02,10.3737696
1005240,5.5,6521.2,26084.8,114121,0.18,48.1067173
1005241,6,6121.3,24485.2,107122.75,0.17,46.5822362
1005242,4.8,1253,5012,21927.5,0.03,13.98803829
1005243,5.2,1572.1,6288.4,27511.75,0.04,14.90279123
1005244,2.1,3578.1,14312.4,62616.75,0.1,41.42476392
1005245,5.5,1570.6,6282.4,27485.5,0.04,18.0591002
1005246,4.9,604.3,2417.2,10575.25,0.02,11.05630168
1005247,6.5,5958.5,23834,104273.75,0.16,46.17019441
1005248,5.8,559,2236,9782.5,0.02,10.49261831
1005249,4.4,598.6,2394.4,10475.5,0.02,11.76120518
1005250,7.7,1036.2,4144.8,18133.5,0.03,15.23237231
1005251,5.9,5477,21908,95847.5,0.15,44.37451303
1005252,2.4,2067.7,8270.8,36184.75,0.06,35.93904911
1005253,5.4,5760.1,23040.4,100801.75,0.16,38.86759824
1005254,4.4,2393.5,9574,41886.25,0.07,32.95257432
1005255,7.1,1496.5,5986,26188.75,0.04,10.39922021
1005256,4.5,658.275,2633.1,13165.5,0.02,13.4428041
1005257,6.8,2031.85,8127.4,50796.25,0.11,43.98861581
1005258,5.7,1941,7764,33967.5,0.05,29.21972287
1005259,2.1,871.6,3486.4,15253,0.02,13.24297937
1005260,7.9,1080.7,4322.8,18912.25,0.03,14.95470116
1005261,4.3,2489,9956,43557.5,0.07,20.82315929
1005262,3.7,909.7,3638.8,15919.75,0.02,13.50750161
1005263,5.4,5241.7,20966.8,91729.75,0.14,48.51900341
1005264,8.9,463.5,1854,8111.25,0.01,7.658279069
1005265,8.2,5855.1,23420.4,102464.25,0.16,45.71113265
1005266,7.3,5117.3,20469.2,89552.75,0.14,67.71909001
1005267,4.9,3645.975,14583.9,72919.5,0.13,46.51853579
1005268,6.6,2022.9,8091.6,35400.75,0.06,14.43140216
1005269,9.3,817,3268,14297.5,0.02,12.81778677
1005270,7.5,2690.7,10762.8,47087.25,0.07,34.55213825
1005271,4.9,3498.975,13995.9,69979.5,0.13,45.73558504
1005272,6,2889.9,11559.6,50573.25,0.08,43.36951944
1005273,3.1,3473,13892,60777.5,0.09,35.0505345
1005274,1.7,830,3320,14525,0.02,12.94581886
1005275,3.4,3144.9,12579.6,55035.75,0.09,35.92701724
1005276,5.5,938.3,3753.2,16420.25,0.03,13.73421485
1005277,3.9,3028.5,12114,52998.75,0.08,33.7027322
1005278,2.9,4144.875,16579.5,82897.5,0.15,48.96750715
1005279,4.6,636.4,2545.6,11137,0.02,11.2384189
1005280,6,1160,4640,20300,0.03,12.11280979
1005281,3.7,2652.8,10611.2,46424,0.07,33.92460027
1005282,5.7,3601.3,14405.2,63022.75,0.1,41.76885597
1005283,1.5,5787,23148,101272.5,0.16,44.65164558
1005284,5,3217.8,12871.2,56311.5,0.09,31.22758819
1005285,3.5,552.6,2210.4,9670.5,0.02,10.62624114
1005286,8.2,1126.5,4506,19713.75,0.03,15.47953147
1005287,8.9,4376.7,17506.8,76592.25,0.12,42.87059329
1005288,4.9,367.6,1470.4,6433,0.01,8.612347387
1005289,3.7,6310,25240,110425,0.17,49.70440016
1005290,5.5,538.3,2153.2,9420.25,0.01,10.36211174
1005291,6.2,4276,17104,74830,0.12,47.4763133
1005292,3.1,612.6,2450.4,10720.5,0.02,8.61470334
1005293,6.1,724,2896,12670,0.02,12.06338302
1005294,3.5,2496.3,9985.2,43685.25,0.07,39.98495672
1005295,3.5,1494.7,5978.8,26157.25,0.04,22.86798444
1005296,5.3,4724.1,18896.4,82671.75,0.13,39.34620491
1005297,7.2,782.9,3131.6,13700.75,0.02,13.2579302
1005298,4.4,710.9,2843.6,12440.75,0.02,11.89517074
1005299,8.3,4503.9,18015.6,78818.25,0.12,48.51603575
1005300,4.2,3060.5,12242,53558.75,0.08,31.173794
1005301,6.7,1568,6272,27440,0.04,22.89807218
1005302,7.3,540.3,2161.2,9455.25,0.01,10.43023828
1005303,3.7,448.8,1795.2,7854,0.01,9.501903801
1005304,4.6,2076.225,8304.9,41524.5,0.08,23.74790048
1005305,7.6,1974.6,7898.4,34555.5,0.05,21.02672112
1005306,6.3,467,1868,8172.5,0.01,10.85139948
1005307,7.8,879.6,3518.4,15393,0.02,13.6808479
1005308,5.5,397.4,1589.6,6954.5,0.01,9.258464739
1005309,5.4,1931.9,7727.6,33808.25,0.05,26.30570101
1005310,5.9,5943.7,23774.8,104014.75,0.16,47.90551406
1005311,5.3,745.1,2980.4,13039.25,0.02,12.20595343
1005312,6.3,1106,4424,19355,0.03,15.95833967
1005313,3.9,551.1,2204.4,9644.25,0.02,10.49250011
1005314,5,777.2,3108.8,13601,0.02,13.69891118
1005315,4.2,7107.2,28428.8,124376,0.19,41.29805687
1005316,5.6,889.7,3558.8,15569.75,0.02,13.29397535
1005317,4.6,3897.975,15591.9,77959.5,0.14,46.67860095
1005318,5,7141.6,28566.4,124978,0.2,44.98772561
1005319,5.7,4159.2,16636.8,72786,0.11,46.31457259
1005320,6.8,859.7,3438.8,15044.75,0.02,13.18985166
1005321,3.5,1646.5,6586,28813.75,0.05,24.71605669
1005322,4.2,595.3,2381.2,10417.75,0.02,10.90504386
1005323,4.9,3593.325,14373.3,71866.5,0.13,45.74186943
1005324,6.3,6542.8,26171.2,114499,0.18,48.03861705
1005325,3.6,3330.9,13323.6,58290.75,0.09,32.96631002
1005326,7,910.8,3643.2,15939,0.02,14.16302441
1005327,6,3588,14352,62790,0.1,40.036003
1005328,3.7,1352.1,5408.4,23661.75,0.04,16.47520497
1005329,3.4,1981.5,7926,34676.25,0.05,29.2092292
1005330,2.4,2034.6,8138.4,35605.5,0.06,33.57029224
1005331,3.2,2700.5,10802,47258.75,0.07,44.63010929
1005332,5.6,4154.55,16618.2,83091,0.15,49.13091435
1005333,6.8,865.7,3462.8,15149.75,0.02,13.16150613
1005334,2.1,3758.5,15034,65773.75,0.1,41.40532689
1005335,4.6,3907.95,15631.8,78159,0.14,46.45100095
1005336,2.1,3824.4,15297.6,66927,0.1,41.0562134
1005337,7.9,956.2,3824.8,16733.5,0.03,13.85401731
1005338,4.3,3412.2,13648.8,68244,0.12,39.27211002
1005339,3.4,1774.2,7096.8,31048.5,0.05,26.16651233
1005340,5.7,982.7,3930.8,17197.25,0.03,14.03050004
1005341,5.3,4712.1,18848.4,82461.75,0.13,34.7067
1005342,6.8,2851.4,11405.6,49899.5,0.08,42.44802312
1005343,9.3,1617.7,6470.8,28309.75,0.04,23.3505346
1005344,3.6,6237.3,24949.2,109152.75,0.17,49.98113228
1005345,7.5,644.5,2578,11278.75,0.02,8.244100546
1005346,6.7,810,3240,14175,0.02,12.88354154
1005347,5.8,5737.3,22949.2,100402.75,0.16,41.94687654
1005348,6.9,4251,17004,74392.5,0.12,61.05064309
1005349,6,669.3,2677.2,11712.75,0.02,12.11422769
1005350,5.9,3519.9,14079.6,61598.25,0.1,38.79092958
1005351,6.9,7444.1,29776.4,130271.75,0.2,40.29611279
1005352,1.6,5023.4,20093.6,87909.5,0.14,49.80670351
1005353,2.1,742.3,2969.2,12990.25,0.02,12.19964197
1005354,7.3,519.7,2078.8,9094.75,0.01,10.22741355
1005355,2.2,1101.7,4406.8,19279.75,0.03,16.05317485
1005356,5.5,860,3440,15050,0.02,13.11142289
1005357,5.6,5016.1,20064.4,87781.75,0.14,28.95034727
1005358,6.4,873.4,3493.6,15284.5,0.02,13.39491427
1005359,5,4916.4,19665.6,86037,0.13,38.31671336
1005360,3.6,518.5,2074,9073.75,0.01,12.68772842
1005361,7.7,952.8,3811.2,16674,0.03,13.9215
1005362,4.6,1053.5,4214,18436.25,0.03,14.41554184
1005363,6,5997.5,23990,104956.25,0.16,46.72551547
1005364,2.7,2973.6,11894.4,52038,0.08,32.97263929
1005365,9.4,466.6,1866.4,8165.5,0.01,9.683189325
1005366,5.2,1042.1,4168.4,18236.75,0.03,19.33381991
1005367,5.539860252,732.9,2931.6,12825.75,0.02,12.11456364
1005368,4.2,539.4,2157.6,9439.5,0.01,10.39441524
1005369,7.8,8692.7,34770.8,152122.25,0.24,83.53020991
1005370,5.5,492.3,1969.2,8615.25,0.01,9.976355959
1005371,4.1,490.2,1960.8,8578.5,0.01,9.952392378
1005372,3.7,6446.7,25786.8,112817.25,0.18,49.83420017
1005373,6.5,2460,9840,43050,0.07,20.00495823
1005374,6.3,1031.3,4125.2,18047.75,0.03,14.34050315
1005375,3.7,566.6,2266.4,9915.5,0.02,10.69102841
1005376,5.6,3554.55,14218.2,71091,0.13,45.94240063
1005377,5.5,880,3520,15400,0.02,13.47833608
1005378,7.6,545.2,2180.8,9541,0.01,10.44945017
1005379,3.7,570.3,2281.2,9980.25,0.02,11.26839241
1005380,2,2050.6,8202.4,35885.5,0.06,31.94593092
1005381,3.8,566.1,2264.4,9906.75,0.02,10.65178842
1005382,6.3,5972.8,23891.2,104524,0.16,43.32884543
1005383,5.98896893,52017.4,208069.6,910304.5,1.42,407.9803964
1005384,6.2,812.7,3250.8,14222.25,0.02,9.115055831
1005385,7.9,610.6,2442.4,10685.5,0.02,11.23568753
1005386,3.5,4446.15,17784.6,88923,0.16,48.37417127
1005387,2.9,3303.225,13212.9,66064.5,0.12,39.13836278
1005388,4.2,661,2644,11567.5,0.02,11.52640534
1005389,4.3,850,3400,14875,0.02,13.01799186
1005390,2.9,1663.9,6655.6,29118.25,0.05,18.2230115
1005391,5.2,738,2952,12915,0.02,11.05600012
1005392,3.7,1493.5,5974,26136.25,0.04,21.99650946
1005393,7,612.8,2451.2,10724,0.02,8.29074933
1005394,7.7,1163.5,4654,20361.25,0.03,15.526511
1005395,7.9,641,2564,11217.5,0.02,14.52000112
1005396,5.3,879,3516,15382.5,0.02,13.44371474
1005397,4.8,6561.6,26246.4,114828,0.18,49.67752491
1005398,8.3,1807,7228,31622.5,0.05,30.20051431
1005399,7.4,649.6,2598.4,11368,0.02,11.45885891
1005400,3.8,575.7,2302.8,10074.75,0.02,10.83957925
1005401,9.1,344.4,1377.6,6027,0.01,6.247778633
1005402,6.8,2596.3,10385.2,45435.25,0.07,16.25132297
1005403,4.4,806.1,3224.4,14106.75,0.02,12.79749762
1005404,5.3,480.7,1922.8,8412.25,0.01,9.854800062
1005405,5.7,2393.7,9574.8,41889.75,0.07,33.05760009
1005406,4.8,6400.5,25602,112008.75,0.17,49.74993361
1005407,7.3,3443.8,13775.2,60266.5,0.09,23.57261615
1005408,7.2,2457.3,9829.2,43002.75,0.07,24.04251847
1005409,2.7,1409.3,5637.2,24662.75,0.04,21.52335904
1005410,4,546.7,2186.8,9567.25,0.01,10.48001132
1005411,7.3,6600.4,26401.6,115507,0.18,48.87322638
1005412,7.9,864.1,3456.4,15121.75,0.02,13.15921597
1005413,8.1,3003.6,12014.4,52563,0.08,34.15498938
1005414,1.5,3540.5,14162,61958.75,0.1,29.65213031
1005415,6.8,521,2084,9117.5,0.01,10.24280668
1005416,6.1,3244.1,12976.4,56771.75,0.09,34.70233718
1005417,5.4,3166,12664,55405,0.09,40.9482068
1005418,3.9,5610.8,22443.2,98189,0.15,40.7282765
1005419,3.6,351.2,1404.8,6146,0.01,8.668927459
1005420,2.7,1758.9,7035.6,30780.75,0.05,26.87796975
1005421,2.9,3811.425,15245.7,76228.5,0.14,45.62307297
1005422,6.5,704.1,2816.4,12321.75,0.02,11.93800105
1005423,3.6,2156.25,8625,43125,0.08,25.43170145
1005424,3.8,906.7,3626.8,15867.25,0.02,13.53659127
1005425,3.8,1677.1,6708.4,29349.25,0.05,25.22641233
1005426,6.6,488.8,1955.2,8554,0.01,9.945900887
1005427,3.3,2854.2,11416.8,49948.5,0.08,34.0547921
1005428,5.4,3595.1,14380.4,62914.25,0.1,40.64730094
1005429,7.9,1970.7,7882.8,34487.25,0.05,14.95094897
1005430,7.2,912.3,3649.2,15965.25,0.02,13.52110001
1005431,3.6,3868.8,15475.2,77376,0.14,46.16998505
1005432,3.8,700,2800,12250,0.02,11.49409495
1005433,3.1,953.6,3814.4,16688,0.03,13.86171843
1005434,6.5,4547.3,18189.2,79577.75,0.12,38.72521154
1005435,3.1,11401.4,45605.6,199524.5,0.31,151.9684959
1005436,4.8,37445.9,149783.6,655303.25,1.02,341.3039253
1005437,7.9,2759.4,11037.6,48289.5,0.08,28.7552033
1005438,4,843.9,3375.6,14768.25,0.02,13.01036647
1005439,5.2,892.5,3570,15618.75,0.02,13.38600681
1005440,4,1050.3,4201.2,18380.25,0.03,14.58022689
1005441,5.4,4834.9,19339.6,84610.75,0.13,44.30260841
1005442,5,2081.7,8326.8,36429.75,0.06,18.92511298
1005443,8.6,844,3376,14770,0.02,13.02591356
1005444,5.5,6105.3,24421.2,106842.75,0.17,47.98471786
1005445,5.3,2639.4,10557.6,46189.5,0.07,18.0778
1005446,8.7,665.2,2660.8,11641,0.02,11.55741963
1005447,9.1,1012.4,4049.6,17717,0.03,13.40974381
1005448,7.3,8227.5,32910,143981.25,0.22,49.51350582
1005449,5.7,6094.6,24378.4,106655.5,0.17,45.75189076
1005450,5.3,1795.2,7180.8,31416,0.05,26.79385513
1005451,1.6,4862.5,19450,85093.75,0.13,47.88579872
1005452,4.1,962.5,3850,16843.75,0.03,11.03309883
1005453,5.4,667.2,2668.8,11676,0.02,11.56930044
1005454,8.2,582.9,2331.6,10200.75,0.02,11.05802071
1005455,4.6,2079.4,8317.6,36389.5,0.06,38.8936516
1005456,2.9,3530.6,14122.4,61785.5,0.1,39.63045267
1005457,5.3,536.5,2146,9388.75,0.01,10.34870366
1005458,3.4,2563.4,10253.6,44859.5,0.07,49.09359563
1005459,5.2,877.6,3510.4,15358,0.02,13.45224422
1005460,1.5,5750.2,23000.8,100628.5,0.16,44.70754567
1005461,6.1,2842.4,11369.6,49742,0.08,34.69520008
1005462,6.1,1598.5,6394,27973.75,0.04,22.49142406
1005463,4.6,1289,5156,22557.5,0.04,10.39944985
1005464,4.6,7138.9,28555.6,124930.75,0.2,48.49240056
1005465,8.6,901.9,3607.6,15783.25,0.02,13.46063336
1005466,4,4714.7,18858.8,82507.25,0.13,49.99409032
1005467,2.5,653,2612,11427.5,0.02,11.49311348
1005468,5,648.3,2593.2,11345.25,0.02,11.47946413
1005469,8.7,6704.1,26816.4,117321.75,0.18,46.92278135
1005470,3.8,3780.6,15122.4,66160.5,0.1,28.03927728
1005471,5.8,3042.6,12170.4,53245.5,0.08,34.10526213
1005472,7,2855.3,11421.2,49967.75,0.08,22.43891519
1005473,6,6134.6,24538.4,107355.5,0.17,46.61972105
1005474,5.5,601.7,2406.8,10529.75,0.02,11.00003956
1005475,5,384.6,1538.4,7692,0.01,10.18951885
1005476,3.3,1408.1,5632.4,24641.75,0.04,18.97706692
1005477,5.7,2806.3,11225.2,49110.25,0.08,31.75811699
1005478,2.9,451.6,1806.4,7903,0.01,9.488243667
1005479,4.5,4109.25,16437,82185,0.15,48.25560481
1005480,7.3,5751.3,23005.2,100647.75,0.16,46.2065554
1005481,7.1,6086.8,24347.2,106519,0.17,47.79846836
1005482,5.4,774.1,3096.4,13546.75,0.02,12.40758496
1005483,2,2019.7,8078.8,35344.75,0.06,32.72096839
1005484,6.9,863.9,3455.6,15118.25,0.02,13.17150387
1005485,5.4,1738.8,6955.2,30429,0.05,23.9121192
1005486,5.5,1585.5,6342,27746.25,0.04,23.33342492
1005487,3.6,2137.1,8548.4,37399.25,0.06,25.20142011
1005488,7.7,449.3,1797.2,7862.75,0.01,9.759689135
1005489,5.5,2787.6,11150.4,48783,0.08,31.26793354
1005490,5.6,775.3,3101.2,13567.75,0.02,13.38743802
1005491,5.6,7564.5,30258,132378.75,0.21,49.10111424
1005492,5.2,3826.5,15306,66963.75,0.1,30.44942271
1005493,8.1,418.6,1674.4,7325.5,0.01,13.32760644
1005494,8.7,6710.4,26841.6,117432,0.18,45.01962253
1005495,6.3,3173.6,12694.4,55538,0.09,36.38597435
1005496,4.1,2788,11152,48790,0.08,36.1592759
1005497,8.7,902.6,3610.4,15795.5,0.02,13.46017382
1005498,8.8,864.2,3456.8,15123.5,0.02,13.09265578
1005499,3.6,5190.3,20761.2,90830.25,0.14,46.73760669
1005500,5.9,2567.7,10270.8,44934.75,0.07,39.69965449
1005501,7.4,1949.8,7799.2,34121.5,0.05,26.87400797
1005502,7.4,498.6,1994.4,8725.5,0.01,10.84703126
1005503,4.4,2277.6,9110.4,39858,0.06,19.4884355
1005504,5.7,706.3,2825.2,12360.25,0.02,11.14382928
1005505,1.6,2173.3,8693.2,38032.75,0.06,23.38080166
1005506,3.9,6251,25004,109392.5,0.17,43.45260012
1005507,9.1,576.4,2305.6,10087,0.02,10.76133056
1005508,7.1,1380.7,5522.8,24162.25,0.04,14.76450538
1005509,8.7,4975.6,19902.4,87073,0.14,33.21833454
1005510,4.9,667.6,2670.4,11683,0.02,10.51620092
1005511,5,5756.5,23026,100738.75,0.16,43.59052838
1005512,6.9,1410.5,5642,24683.75,0.04,14.73270088
1005513,9,660.3,2641.2,11555.25,0.02,10.78890188
1005514,8.1,2873.8,11495.2,50291.5,0.08,28.9373913
1005515,6,1209.7,4838.8,21169.75,0.03,17.4222932
1005516,7.2,1552.4,6209.6,27167,0.04,17.58981892
1005517,5.6,837.7,3350.8,14659.75,0.02,13.03341031
1005518,5.5,894.1,3576.4,15646.75,0.02,13.38002298
1005519,3.5,2451.3,9805.2,49026,0.09,28.20721317
1005520,6.8,4694,18776,82145,0.13,36.00990517
1005521,3.7,4001.4,16005.6,70024.5,0.11,45.96888278
1005522,3.8,3434.5,13738,60103.75,0.09,26.42954895
1005523,7,1089.5,4358,19066.25,0.03,8.729600014
1005524,5.4,3783.9,15135.6,66218.25,0.1,35.08952381
1005525,6.5,683.8,2735.2,11966.5,0.02,11.7415599
1005526,6.3,532.3,2129.2,9315.25,0.01,10.36171936
1005527,5,6071,24284,106242.5,0.17,46.61844188
1005528,3.2,1416.2,5664.8,24783.5,0.04,17.25471315
1005529,1.4,1038.4,4153.6,18172,0.03,14.93363311
1005530,6.1,937.4,3749.6,16404.5,0.03,13.72391472
1005531,6.3,6593.6,26374.4,115388,0.18,48.62150002
1005532,7.2,892.3,3569.2,15615.25,0.02,13.61618057
1005533,4.4,3112.6,12450.4,54470.5,0.09,37.97963958
1005534,7.1,1195.9,4783.6,20928.25,0.03,11.65283965
1005535,8,4040.7,16162.8,70712.25,0.11,28.43241932
1005536,7.8,579.6,2318.4,10143,0.02,10.8041
1005537,5.7,3331.4,13325.6,58299.5,0.09,36.31201239
1005538,2.1,600.2,2400.8,10503.5,0.02,11.4932354
1005539,4.3,2347.7,9390.8,41084.75,0.06,18.62410002
1005540,4.9,3987.3,15949.2,69777.75,0.11,49.30515873
1005541,3.6,3196.875,12787.5,63937.5,0.12,38.47281912
1005542,6.9,886.3,3545.2,15510.25,0.02,13.35546763
1005543,7.4,313.6,1254.4,5488,0.01,7.04144159
1005544,3.9,6710.5,26842,117433.75,0.18,49.99380509
1005545,2.1,534.8,2139.2,9359,0.01,10.35501632
1005546,3.6,2185.7,8742.8,38249.75,0.06,25.36998505
1005547,3.7,730.6,2922.4,12785.5,0.02,11.71391892
1005548,2.1,1964.1,7856.4,34371.75,0.05,30.58092341
1005549,8.7,3172.5,12690,55518.75,0.09,35.34741272
1005550,5.9,5699.7,22798.8,99744.75,0.16,45.8956135
1005551,4.5,2656.425,10625.7,53128.5,0.1,46.0184545
1005552,9.3,892.3,3569.2,15615.25,0.02,13.39912484
1005553,6.6,2661.4,10645.6,46574.5,0.07,37.80819698
1005554,4,831.8,3327.2,14556.5,0.02,12.91305187
1005555,6.2,2047.4,8189.6,35829.5,0.06,31.77280388
1005556,5.9,1722.5,6890,30143.75,0.05,23.75589905
1005557,6.2,2444.9,9779.6,42785.75,0.07,27.55560072
1005558,3.6,6057.3,24229.2,106002.75,0.17,49.32483179
1005559,7,2739,10956,47932.5,0.07,29.86660909
1005560,1.6,2474.7,9898.8,43307.25,0.07,26.14730184
1005561,5.7,532,2128,9310,0.01,10.35700349
1005562,3.2,2396,9584,41930,0.07,26.24788744
1005563,5.7,2392.3,9569.2,41865.25,0.07,20.76591014
1005564,2,543.4,2173.6,9509.5,0.01,10.39413068
1005565,8.9,1235.1,4940.4,21614.25,0.03,10.8637
1005566,1.5,5681.2,22724.8,99421,0.16,44.64384559
1005567,9.2,1453.2,5812.8,25431,0.04,23.14091706
1005568,2.7,681.6,2726.4,11928,0.02,8.718793138
1005569,5.5,4103.1,16412.4,71804.25,0.11,44.26024996
1005570,3.9,3134.3,12537.2,54850.25,0.09,20.89789427
1005571,3.5,662.3,2649.2,16557.5,0.04,24.21818729
1005572,6.6,519.7,2078.8,9094.75,0.01,10.09004076
1005573,5.7,5247.3,20989.2,91827.75,0.14,44.25820868
1005574,5.53782089,3919.9,15679.6,68598.25,0.11,29.77780275
1005575,1.4,1031.2,4124.8,18046,0.03,14.50263449
1005576,2.1,665.4,2661.6,11644.5,0.02,11.47948932
1005577,1.5,1821.9,7287.6,31883.25,0.05,15.92031618
1005578,4.8,758.1,3032.4,13266.75,0.02,13.6449656
1005579,5.3,559.5,2238,9791.25,0.02,10.51552578
1005580,2.7,663.3,2653.2,11607.75,0.02,11.52190954
1005581,5,723,2892,12652.5,0.02,11.96945584
